taxa	sample_30099	sample_30104	sample_30114	sample_30170	sample_30189	sample_30206	sample_30208	sample_30213	sample_30220	sample_30221	sample_30225	sample_30227	sample_30234	sample_30237	sample_30238	sample_30250	sample_30252	sample_30254	sample_30267	sample_30284	sample_30298	sample_30309	sample_30327	sample_30367	sample_30369	sample_30371	sample_30373	sample_30374	sample_30380	sample_30381	sample_30383	sample_30394	sample_30398	sample_30399	sample_30401	sample_30417	sample_30418	sample_30423	sample_30433	sample_30445	sample_30446	sample_30453	sample_30455	sample_30458	sample_30460	sample_30467	sample_30471	sample_30482	sample_30483	sample_30487	sample_30488	sample_30489	sample_30496	sample_30497	sample_30498	sample_30501	sample_30502	sample_30516	sample_30517	sample_30518	sample_30523	sample_30525	sample_30526	sample_30533	sample_30534	sample_30535	sample_30537	sample_30539	sample_30540	sample_30558	sample_30563	sample_30566	sample_30567	sample_30571	sample_30577	sample_30580	sample_30582	sample_30585	sample_30587	sample_30588	sample_30590	sample_30597	sample_30598	sample_30599	sample_30603	sample_30617	sample_30621	sample_30622	sample_30625	sample_30626	sample_30627	sample_30629	sample_30632	sample_30640	sample_30641	sample_30654	sample_30655	sample_30658	sample_30659	sample_30667	sample_30675	sample_30677	sample_30679	sample_30680	sample_30681	sample_30683	sample_30686	sample_30687	sample_30690	sample_30692	sample_30693	sample_30694	sample_30695	sample_30696	sample_30698	sample_30700	sample_30701	sample_30704	sample_30705	sample_30706	sample_30709	sample_30710	sample_30711	sample_30713	sample_30717	sample_30718	sample_30721	sample_30722	sample_30724	sample_30725	sample_30727	sample_30728	sample_30729	sample_30733	sample_30735	sample_30736	sample_30737	sample_30740	sample_30741	sample_30742	sample_30751	sample_30752	sample_30753	sample_30757	sample_30764	sample_30766	sample_30767	sample_30768	sample_30769	sample_30770	sample_30772	sample_30773	sample_30774	sample_30776	sample_30778	sample_30779	sample_30780	sample_30781	sample_30782	sample_30783	sample_30784	sample_30785	sample_30792	sample_30793	sample_30798	sample_30799	sample_30800	sample_30802	sample_30804	sample_30806	sample_30810	sample_30814	sample_30815	sample_30817	sample_30818	sample_30819	sample_30823	sample_30828	sample_30830	sample_30835	sample_30836	sample_30837	sample_30841	sample_30843	sample_30844	sample_30845	sample_30847	sample_30850	sample_30851	sample_30852	sample_30855	sample_30858	sample_30859	sample_30860	sample_30862	sample_30864	sample_30865	sample_30867	sample_30874	sample_30875	sample_30878	sample_30881	sample_30883	sample_30884	sample_30885	sample_30886	sample_30890	sample_30892	sample_30896	sample_30897	sample_30899	sample_30900	sample_30901	sample_30903	sample_30905	sample_30907	sample_30910	sample_30912	sample_30913	sample_30916	sample_30917	sample_30918	sample_30919	sample_30920	sample_30923	sample_30925	sample_30927	sample_30928	sample_30929	sample_30931	sample_30940	sample_30942	sample_30944	sample_30945	sample_30949	sample_30950	sample_30956	sample_30957	sample_30958	sample_30961	sample_30964	sample_30965	sample_30968	sample_30974	sample_30977	sample_30979	sample_30982	sample_30986	sample_30992	sample_30993	sample_30994	sample_30995	sample_30996	sample_30997	sample_30998	sample_31000	sample_31001	sample_31003	sample_31004	sample_31009	sample_31024	sample_31025	sample_31026	sample_31032	sample_31040	sample_31043	sample_31047	sample_31054	sample_31058	sample_31062	sample_31065	sample_31069	sample_31071	sample_31072	sample_31076	sample_31079	sample_31081	sample_31083	sample_31085	sample_31088	sample_31089	sample_31095	sample_31096	sample_31097	sample_31101	sample_31106	sample_31110	sample_31111	sample_31114	sample_31118	sample_31119	sample_31120	sample_31121	sample_31123	sample_31132	sample_31136	sample_31142	sample_31143	sample_31150	sample_31151	sample_31156	sample_31174	sample_31176	sample_31177	sample_31180	sample_31184	sample_31188	sample_31194	sample_31201	sample_31204	sample_31206	sample_31208	sample_31209	sample_31210	sample_31211	sample_31213	sample_31216	sample_31229	sample_31232	sample_31238	sample_31240	sample_31241	sample_31242	sample_31243	sample_31246	sample_31250	sample_31252	sample_31253	sample_31256	sample_31263	sample_31264	sample_31267	sample_31268	sample_31269	sample_31270	sample_31271	sample_31272	sample_31273	sample_31274	sample_31275	sample_31278	sample_31279	sample_31280	sample_31281	sample_31282	sample_31284	sample_31285	sample_31287	sample_31288	sample_31289	sample_31291	sample_31295	sample_31298	sample_31299	sample_31302	sample_31303	sample_31305	sample_31306	sample_31307	sample_31309	sample_31310	sample_31311	sample_31313	sample_31315	sample_31316	sample_31332	sample_31335	sample_31373	sample_31379	sample_31380	sample_31382	sample_31383	sample_31386	sample_31387	sample_31388	sample_31389	sample_31391	sample_31392	sample_31394	sample_31395	sample_31399	sample_31402	sample_31404	sample_31407	sample_31412	sample_31413	sample_31416	sample_31419	sample_31420	sample_31421	sample_31422	sample_31424	sample_31426	sample_31429	sample_31430	sample_31431	sample_31436	sample_31437	sample_31439	sample_31441	sample_31442	sample_31445	sample_31448	sample_31449	sample_31451	sample_31453	sample_31454	sample_31455	sample_31457	sample_31458	sample_31462	sample_31463	sample_31465	sample_31468	sample_31470	sample_31471	sample_31472	sample_31505	sample_31507	sample_31511	sample_31512	sample_31513	sample_31516	sample_31517	sample_75007	sample_75015	sample_75024	sample_75029	sample_75041	sample_75049
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Brevibacteriaceae;Brevibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae;Brucella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Bulleidia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Buttiauxella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Butyricicoccus	59	76	0	252	0	17	365	0	282	1095	0	71	178	150	0	184	0	127	20	0	156	0	21	0	7	295	0	150	595	128	53	0	125	0	0	445	103	73	100	0	162	150	38	573	57	396	935	86	111	154	529	112	0	101	144	274	122	20	52	596	0	67	224	193	353	44	0	186	148	127	17	0	136	231	340	77	306	161	301	0	297	116	134	187	68	282	1437	570	230	329	80	171	0	30	143	0	51	0	94	710	9	243	0	1080	0	83	0	695	121	1107	200	109	0	348	0	1114	111	199	208	242	0	0	209	0	60	366	57	148	56	104	631	0	41	69	24	106	258	0	0	190	0	0	417	67	0	0	45	110	0	57	466	564	104	0	79	0	0	0	34	78	108	69	0	935	39	519	845	56	1903	0	761	230	0	326	359	158	749	271	12	511	0	0	0	54	40	155	78	0	198	121	76	32	29	399	0	608	58	46	360	308	93	0	0	567	0	0	222	291	38	1889	0	49	416	73	176	30	84	591	0	19	29	808	0	0	402	327	24	111	500	87	513	448	928	81	119	50	352	0	1416	78	0	296	31	109	238	289	0	490	27	43	641	253	278	275	220	256	217	254	32	0	545	0	67	80	213	190	252	245	47	320	18	0	890	27	116	113	805	287	0	100	471	101	48	0	0	241	73	78	14	0	641	269	171	411	53	190	0	167	32	105	0	0	44	0	75	220	196	513	141	0	38	137	0	112	0	362	230	0	9	0	148	109	0	0	0	0	355	0	0	0	0	0	324	0	44	0	1105	244	97	17	415	120	98	47	350	369	116	298	1318	31	2339	162	174	0	964	10	106	158	76	341	0	359	521	60	1557	107	141	79	7	0	1654	177	95	101	172	522	214	298	94	242	811	141	99	162	717	217	135	83	63	355	771	828	358	138	1919	58	6	78	119	219	0	136	672	266	81	1005	1962	167	86	84	251	258	16	123	1106	179	64	0	350	895	82	62	52	190	0	99	109	0	251	44
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Butyricimonas	5	14	43	0	0	258	552	2	0	0	54	687	29	0	0	10	0	10	10	27	22	11	0	29	71	0	103	15	7	0	0	30	6	122	0	0	13	0	6	0	215	0	90	0	24	0	37	3	18	0	0	37	0	0	0	6	0	14	0	12	26	39	0	143	93	31	191	35	0	41	25	54	11	14	0	46	22	2	33	0	202	44	11	42	58	26	0	0	10	33	26	28	0	0	8	0	12	4	5	0	3	17	0	13	35	47	0	7	24	0	55	71	0	0	0	4	54	43	453	52	0	187	49	0	0	0	23	0	18	31	25	4	11	107	0	17	0	0	0	85	0	0	0	100	0	0	84	34	6	0	45	46	29	6	99	0	139	0	51	0	34	27	0	30	28	960	0	14	91	19	26	78	0	8	7	0	15	0	54	0	0	27	0	0	0	0	0	0	16	224	0	14	16	0	33	0	40	6	6	0	0	234	146	131	0	0	0	27	0	0	102	390	64	0	27	0	8	29	20	13	189	33	150	44	59	19	0	67	45	37	0	366	0	174	143	0	0	0	81	0	0	35	0	19	0	13	0	0	0	0	139	58	0	83	0	4	7	0	26	0	0	0	37	4	10	0	28	0	0	36	21	7	0	0	0	5	63	0	0	0	13	0	0	31	0	2	117	0	12	14	106	5	0	0	0	26	0	0	0	7	0	6	0	59	6	0	0	3	0	0	239	0	199	35	79	18	0	54	633	0	9	70	47	33	27	19	208	3	0	26	0	33	0	112	0	0	0	5	10	31	0	0	64	164	38	157	0	3	5	30	8	0	24	358	86	16	16	10	0	94	5	0	73	40	8	11	550	7	575	0	231	249	335	223	242	0	639	109	51	18	384	236	0	693	143	208	307	61	324	0	4	0	113	51	0	327	109	0	310	373	2145	791	1684	13	194	0	4	1082	39	347	0	917	78	0	0	544	180	31	3	0	0	30	176	0	0	172	18	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Butyrivibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307	0	0	0	0	58	0	0	0	0	0	406	0	0	0	130	0	165	358	0	0	0	0	149	37	24	0	0	0	0	0	0	0	446	8	54	171	0	278	0	457	0	35	0	0	0	19	0	630	0	0	0	859	0	36	655	0	0	0	0	0	0	0	0	0	0	0	0	0	434	131	0	11	2362	0	135	54	102	0	0	6137	49	2604	0	0	0	12	0	0	0	0	0	0	0	0	0	97	0	0	0	0	555	0	0	6849	0	0	0	0	0	0	0	0	166	0	0	0	9	55	0	0	0	0	0	0	39	0	0	0	351	34	0	90	0	794	2277	551	78	3130	0	0	0	0	0	0	778	0	0	3251	0	0	0	804	0	0	0	37	0	786	81	0	0	0	0	0	0	0	0	186	16	0	0	12	0	0	482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	214	0	977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	1817	2352	0	0	0	6	0	0	0	0	0	0	300	1989	551	0	0	0	0	0	0	48	0	0	0	17	0	0	465	0	13	1103	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4331	204	0	0	0	222	0	3468	0	110	0	0	0	14	0	0	0	696	0	0	5425	779	1608	920	0	0	0	0	0	0	0	954	0	0	0	29	592	0	0	0	0	471	0	0	0	0	0	0	0	0	32	0	0	0	5552	0	0	0	0	3145	0	986	619	0	0	1036	0	20	0	0	0	0	0	566	0	0	353	0	31	0	488	3170	0	0	0	0	345	0	0	0	0	0	2368	143	0	2252	0	0	0	209	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium_CAG.352	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	394	0	0	0	0	1892	0	0	0	0	105	0	4515	0	0	9	0	0	0	0	0	0	128	0	0	0	0	0	0	75	0	87	19	0	0	0	0	0	984	0	1794	768	0	0	0	0	8	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	761	22	0	0	0	0	0	0	0	0	0	0	0	0	10	4	0	0	0	59	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	650	0	0	0	0	0	0	0	0	0	32	8	0	273	0	0	0	404	0	0	0	0	0	0	11	0	0	404	0	25	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	354	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	2078	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	183	0	0	0	0	0	0	12	0	0	0	6	0	0	11	0	0	0	30	0	3	0	0	0	0	0	0	1401	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	194	201	270	0	0	0	0	0	0	38	0	0	0	0	0	64	0	0	0	0	0	61	0	0	0	0	0	0	0	0	46	0	0	46	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3517	0	225	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65
Bacteria;Firmicutes;Incertae_sedis;Incertae_sedis;Incertae_sedis;Firmicutes_bacterium_CAG.56	0	0	64	41	1717	786	0	6	18	0	0	116	31	18	0	15	0	1701	240	797	0	103	0	0	96	0	0	53	0	0	0	568	0	39	124	146	24	12	0	0	290	0	0	7558	22	17	21	14	17	24	153	19	0	0	13	31	5	152	0	140	116	0	17	11	132	0	94	43	0	43	39	77	35	0	52	51	178	0	24	20	311	65	50	30	16	86	189	152	60	142	36	68	0	20	0	15	7	136	0	0	1544	46	7	27	13	411	0	158	29	0	0	66	32	0	0	53	74	0	39	51	0	78	94	19	0	46	17	0	25	324	9	227	17	122	0	0	0	0	8	0	150	65	179	17	15	0	0	33	174	6	413	42	133	9	0	608	959	203	30	172	0	83	61	2153	59	138	1306	249	14	11	0	91	55	61	105	0	177	675	0	125	134	202	0	0	95	248	485	305	0	21	41	0	0	264	39	165	0	8	0	53	0	132	0	10	0	0	601	73	96	471	191	54	11	0	73	0	0	112	115	0	91	46	950	0	0	350	0	80	0	45	81	0	818	48	0	33	0	0	6	24	50	46	0	34	130	87	655	13	21	35	113	12	22	209	35	151	20	0	10	274	0	25	377	36	0	0	447	0	114	0	0	1196	218	0	21	55	146	21	13	0	0	102	0	131	43	17	43	0	253	0	55	0	0	10	84	75	0	13	52	79	233	0	45	136	88	673	97	0	0	69	577	290	750	0	104	41	23	112	0	0	43	0	4057	180	119	108	220	78	0	136	189	0	52	194	815	11	50	0	30	4888	0	56	23	18	210	276	0	64	903	0	19	141	80	281	244	19	0	89	500	25	0	0	195	139	0	160	12	360	0	26	0	787	568	64	336	606	80	81	0	264	432	483	0	44	453	53	39	316	232	71	0	629	26	395	158	0	9	0	357	0	90	23	55	0	81	0	0	106	77	104	0	16	15	0	33	42	238	96	125	25	0	53	0	86	19	294	0	0	506	40
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_CAG.873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	3	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	16	0	0	0	0	6	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	16	0	2	0	0	0	0	0	0	0	0	0	0	15	0	0	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	7	0	0	0	39	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3	0	6	0	0	14	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	6	0	3	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	3	2	0	4	0	0	0	0	10	0	0	14	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	7	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	575	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	9	0	0	0	0	2	0	4	0	20	0	4	50	0	0	6	18	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
